"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Luzerne, graine germée";"26,8";"92,8";"3,28";"0,91";"0,7";"0,2";"-";"1,9";"0";"0,069";"0,056";"0,41";"0,015";"32";"-";"0,16";"0,96";"-";"27";"0,19";"70";"79";"-";"6";"0,92";"0";"87";"0";"0,02";"30,5";"-";"8,2";"0,076";"0,13";"0,48";"0,56";"0,034";"36";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Luzerne, graine";"405";"7,4";"29,7";"39,3";"12,6";"-";"-";"7,9";"0";"-";"-";"-";"-";"136";"-";"-";"12,9";"-";"-";"-";"-";"-";"90";"-";"6,9";"-";"-";"-";"-";"-";"-";"26";"1,08";"0,58";"1,8";"-";"-";"-";"-"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Noisette grillée";"691";"2,52";"14,4";"5,21";"66";"4,26";"0,96";"9,4";"0";"4,51";"46,6";"8,46";"-";"123";"3,08";"1,75";"4,38";"-";"173";"5,55";"310";"755";"-";"-";"2,5";"0";"36";"0";"15,3";"-";"-";"3,8";"0,34";"0,12";"2,05";"0,92";"0,62";"88";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Lin, graine";"491";"5,93";"20,2";"6,6";"36,6";"1,55";"0";"27,3";"0";"3,17";"6,51";"24,9";"0,051";"228";"-";"1,22";"10,2";"0,5";"372";"2,48";"595";"641";"28";"20,5";"6,05";"0";"0";"0";"0,31";"4,3";"-";"0,6";"1,22";"0,2";"3,08";"0,99";"0,63";"93,7";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Sésame, graine décortiquée";"631";"3,58";"21,1";"4,5";"56,1";"0,48";"-";"11,9";"0";"8,1";"21,6";"23,9";"0,073";"62,4";"-";"1,4";"6,36";"0,2";"348";"1,95";"703";"419";"24,4";"29";"7,24";"0";"40";"0";"1,68";"0";"-";"0";"0,75";"0,17";"5,16";"0,17";"0,6";"106";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Cacahuète, grillée";"618";"1,71";"22,8";"13,9";"50,5";"3,13";"10,8";"8,35";"0";"7,7";"27,2";"12,5";"0,61";"58";"-";"0,43";"1,58";"-";"178";"1,79";"363";"634";"-";"239";"2,77";"0";"0";"0";"4,93";"0";"-";"0";"0,15";"0,2";"14,4";"1,01";"0,47";"97";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Sésame, grillé, graine décortiquée";"570";"5";"17";"9,14";"48";"0,48";"-";"16,9";"0";"6,72";"18,1";"21";"0,098";"131";"-";"1,46";"7,78";"-";"346";"1,43";"774";"406";"-";"39";"10,2";"0";"40";"0";"0,25";"0";"-";"0";"1,21";"0,47";"5,44";"0,68";"0,15";"96";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Châtaigne ou Marron, appertisé";"144";"62,7";"1,96";"28,8";"1,4";"3,9";"17,4";"4";"0";"0,4";"-";"-";"0,13";"21,1";"4,5";"-";"< 1";"-";"24,1";"-";"51";"359";"-";"52,1";"-";"-";"-";"-";"< 0,1";"-";"-";"-";"< 0,05";"0,07";"1,5";"0,44";"0,22";"58";"-"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Amande, mondée, émondée ou blanchie";"613";"4,51";"21,4";"8,76";"52,5";"4,63";"1";"9,9";"0";"3,95";"33,4";"12,4";"0,048";"236";"-";"1,03";"3,28";"-";"268";"1,84";"481";"659";"-";"19";"2,97";"0";"4";"0";"23,8";"0";"-";"0";"0,19";"0,71";"3,5";"0,31";"0,12";"49";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Amande, grillée, salée";"626";"2,41";"21,1";"8,72";"53,9";"4,86";"0,73";"10,9";"0";"4,09";"33,1";"13";"1,25";"268";"-";"1,1";"3,73";"-";"279";"2,23";"471";"713";"-";"498";"3,31";"0";"1";"0";"23,9";"0";"-";"0";"0,077";"1,2";"3,64";"0,32";"0,14";"55";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Noix de macadamia, grillée, salée";"719";"1,61";"7,04";"9,95";"70,2";"4,4";"4,2";"9,5";"0";"11";"54,7";"1,38";"0,9";"70";"-";"0,57";"2,65";"-";"118";"3,04";"198";"363";"-";"360";"1,29";"0";"0";"0";"0,57";"0";"-";"0,7";"0,71";"0,087";"2,27";"0,6";"0,36";"10";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Pistache, grillée";"595";"2,43";"18,4";"18,6";"47,4";"7,74";"1,38";"10,1";"0";"5,52";"23,8";"13,5";"0,015";"108";"-";"1,3";"4,1";"-";"115";"1,24";"478";"1020";"4,7";"6";"2,3";"0";"156";"0";"2,42";"13,2";"-";"3,33";"0,78";"0,2";"1,37";"0,51";"1,3";"50,8";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Tournesol, graine, grillé, salé";"604";"1,2";"19,3";"15,1";"49,8";"2,73";"-";"9";"0";"5,22";"9,51";"32,9";"1,64";"70";"-";"1,83";"3,8";"-";"129";"2,11";"1160";"850";"-";"655";"5,29";"0";"5";"0";"26,1";"2,7";"-";"1,4";"0,11";"0,25";"7,04";"7,04";"0,8";"237";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Noix de pécan, salées";"724";"-";"10,2";"5";"73";"4,9";"0,1";"3";"0";"7,1";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"400";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Chia, graine, séchée";"443";"5,8";"16,5";"7,72";"30,7";"-";"-";"34,4";"0";"3,33";"2,31";"23,7";"0,04";"631";"-";"0,92";"7,72";"-";"335";"2,72";"860";"407";"-";"16";"4,58";"-";"-";"-";"0,5";"-";"-";"1,6";"0,62";"0,17";"8,83";"-";"-";"49";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Mélange apéritif de graines (non salées) et fruits séchés";"378";"34";"8,29";"23,8";"26,3";"7";"16,4";"6,36";"0";"5,07";"14,5";"4,5";"0,3";"88";"-";"-";"4";"-";"120";"-";"-";"712";"-";"117";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Mélange apéritif de graines (non salées) et raisins secs";"533";"7,94";"13,8";"30,4";"37,9";"26,1";"4,25";"7,5";"0";"4";"21,2";"11,1";"0,66";"95,8";"121";"< 0,1";"2,9";"< 5";"143";"0,16";"302";"624";"11,1";"263";"2";"0";"-";"0";"7,28";"-";"-";"traces";"0,17";"0,2";"6,2";"0,31";"0,39";"70,4";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Noisette grillée, salée";"654";"-";"13,4";"7,67";"61,2";"2,91";"4,76";"9,43";"0";"6,43";"-";"-";"0,83";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"333";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Lin, brun, graine";"520";"5,8";"18";"3,56";"42,2";"1,4";"< 0,35";"26,9";"0";"4,61";"8,31";"27,2";"0,095";"210";"< 100";"1,3";"5,7";"< 20";"300";"2";"560";"750";"< 20";"38";"5,1";"-";"< 5";"< 0,25";"0,5";"4,55";"-";"-";"0,47";"< 0,01";"< 0,1";"0,81";"0,17";"71,6";"-"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Pâte d'amande, préemballée";"461";"6,15";"7,19";"58,1";"20,6";"56,6";"0";"7,2";"0";"1,63";"14";"4,04";"0,053";"102";"-";"-";"2,5";"0,5";"75";"-";"254";"316";"-";"4";"1,4";"0";"0";"0";"12";"-";"-";"0";"0,15";"0,22";"1,1";"-";"0,08";"24";"-"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Beurre de cacahuète ou Pâte d'arachide";"636";"1,37";"22,2";"16";"52,5";"10,5";"3,56";"5";"0";"10,4";"26,4";"12,9";"0,99";"43";"-";"0,56";"1,92";"0,5";"174";"1,59";"333";"629";"6,9";"388";"2,76";"0";"0";"0";"6,9";"0,3";"-";"0";"0,16";"0,15";"14,1";"1,09";"0,47";"70";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Tahin ou Purée de sésame";"621";"3,03";"17,7";"13,8";"53,4";"0,49";"-";"7";"0";"7,48";"20,2";"23,4";"0,19";"284";"-";"1,61";"6,69";"-";"95";"1,46";"761";"437";"-";"75";"4,62";"0";"40";"0";"0,25";"0";"-";"4,2";"1,41";"0,3";"5,55";"0,69";"0,15";"98";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Arachide, bouillie/cuite à l'eau, salée";"316";"41,8";"15,5";"9,54";"22";"2,47";"-";"8,8";"0";"3,06";"10,9";"6,96";"1,88";"55";"-";"0,5";"1,01";"-";"102";"1,02";"198";"180";"-";"751";"1,83";"0";"0";"0";"4,1";"0";"-";"0";"0,26";"0,063";"5,26";"0,83";"0,15";"75";"0"
"fruits, légumes, légumineuses et oléagineux";"fruits à coque et graines oléagineuses";"-";"Soja, graine entière";"419";"7,77";"34,5";"20,8";"19,2";"7,33";"12,3";"13";"0";"2,72";"4,41";"10,8";"0,0075";"220";"-";"0,88";"15,7";"0,6";"253";"2,26";"586";"1740";"8,8";"3";"2,95";"0";"13";"0";"0,85";"47";"-";"6";"0,87";"0,87";"1,62";"1,36";"0,4";"328";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Blé dur précuit, grains entiers, cuit, non salé";"143";"63,4";"5,25";"27,7";"0,72";"0,57";"27,1";"2,4";"0";"0,3";"0,33";"0,05";"0,026";"15,3";"55";"0,29";"0,72";"1";"27";"0,51";"116";"94,2";"< 10";"10,2";"0,48";"0";"0";"0";"< 0,1";"-";"-";"0";"< 0,05";"< 0,05";"0,66";"0,27";"< 0,05";"13,9";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Nouilles asiatiques cuites, aromatisées";"110";"73,4";"4,78";"9,89";"4,3";"2";"-";"6,3";"0";"0,5";"1,26";"2,35";"1,2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"470";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Nouilles asiatiques cuites, nature, non salées";"164";"66,9";"3,5";"21,4";"6,9";"-";"19,8";"1";"0";"3,16";"2,67";"0,77";"0,23";"11";"113";"0,04";"0,32";"< 20";"9,1";"0,24";"43";"26";"< 50";"93,6";"0,19";"-";"< 10";"-";"-";"< 0,8";"-";"-";"0,023";"< 0,01";"0,1";"0,91";"< 0,01";"< 5";"0,073"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Riz complet, cuit, non salé";"157";"60,4";"3,21";"32,6";"1";"< 0,2";"30,4";"2,3";"0";"0,17";"0,31";"0,31";"< 0,01";"13";"3,69";"0,1";"0,32";"< 20";"49";"1,1";"120";"43";"< 20";"< 5";"0,62";"0";"< 5";"0";"0,08";"< 0,8";"-";"< 0,5";"0,065";"< 0,01";"0,25";"0,38";"0,049";"29,4";"0,094"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Riz blanc, cuit, non salé";"144";"63,9";"2,92";"31,8";"0,41";"< 0,2";"27,7";"0,8";"0";"0,076";"0,08";"0,069";"< 0,01";"14";"5,91";"0,07";"0,04";"< 20";"7,1";"0,17";"35";"16";"< 20";"< 5";"0,26";"0";"< 5";"0";"< 0,08";"< 0,8";"-";"< 0,5";"0,03";"< 0,01";"0,16";"0,21";"0,029";"9,9";"0,032"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Riz blanc étuvé, cuit, non salé";"146";"63,5";"2,95";"31,7";"0,56";"0,11";"28,5";"1,1";"0";"0,33";"0,074";"0,091";"0,0059";"11,1";"-";"< 0,1";"< 0,1";"< 10";"10";"< 0,1";"35";"41,7";"< 5";"2,35";"< 0,1";"0";"0";"0";"0,01";"0";"-";"0";"0,07";"0,019";"0,4";"0,15";"< 0,05";"12,1";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Riz rouge, cuit, non salé";"141";"63,1";"3,45";"28,2";"0,69";"-";"27";"4";"0";"-";"-";"-";"0,0088";"19,9";"38";"-";"< 1";"< 10";"54,5";"< 1";"156";"75,4";"< 5";"3,5";"< 1";"-";"< 50";"-";"< 0,1";"-";"-";"-";"0,11";"< 0,05";"< 0,05";"0,29";"0,44";"9";"-"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Riz sauvage, cuit, non salé";"101";"73,9";"3,8";"19,7";"0,34";"0,73";"-";"1,8";"0";"0,049";"0,05";"0,21";"0,0075";"3";"-";"0,12";"0,6";"-";"32";"0,28";"82";"101";"-";"3";"1,34";"0";"2";"0";"0,24";"0,5";"-";"0";"0,052";"0,087";"1,29";"0,15";"0,14";"26";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Orge perlée, bouilli/cuite à l'eau, non salée";"118";"68,8";"2,26";"24,4";"0,44";"0,28";"-";"3,8";"0";"0,093";"0,057";"0,21";"0,0075";"11";"-";"0,11";"1,33";"0,5";"22";"0,26";"54";"93";"-";"3";"0,82";"0";"5";"0";"0,01";"0,8";"-";"0";"0,083";"0,062";"2,06";"0,14";"0,12";"16";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Mil, cuit, non salé";"115";"71,4";"3,51";"22,4";"1";"0,13";"-";"1,3";"0";"0,17";"0,18";"0,51";"0,005";"3";"-";"0,16";"0,63";"-";"44";"0,27";"100";"62";"-";"2";"0,91";"0";"2";"0";"0,02";"0,3";"-";"0";"0,11";"0,082";"1,33";"0,17";"0,11";"19";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Quinoa, bouilli/cuit à l'eau, non salé";"115";"71,6";"4,1";"18,8";"1,92";"0,87";"17,6";"2,8";"0";"0,23";"0,53";"1,08";"0,018";"17";"-";"0,19";"1,49";"-";"64";"0,63";"152";"172";"-";"7";"1,09";"0";"3";"0";"0,63";"0";"-";"0";"0,11";"0,11";"0,41";"-";"0,12";"42";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Polenta ou semoule de maïs, cuite, non salée";"65";"83,4";"1,38";"13,5";"0,31";"< 0,2";"13,2";"1,3";"0";"-";"-";"-";"< 0,01";"5,1";"10,2";"0,02";"0,09";"< 20";"7,5";"0,03";"20";"25";"< 20";"< 5";"0,12";"-";"5,84";"-";"< 0,08";"< 0,8";"-";"< 0,5";"0,02";"< 0,01";"< 0,1";"0,037";"0,035";"< 5";"0,03"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée";"163";"59";"5,19";"33,2";"0,64";"0,1";"28,7";"1,6";"0";"0,029";"0,022";"0,064";"0,035";"20";"29,1";"0,2";"0,85";"< 20";"24";"0,46";"92";"120";"< 20";"< 5";"0,9";"0";"0";"0";"< 0,08";"< 0,8";"-";"0";"0,09";"0,03";"0,2";"0,27";"0,094";"15";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Boulgour de blé, cuit, non salé";"79,8";"77,8";"3,08";"14,1";"0,24";"0,1";"-";"4,5";"0";"0,042";"0,031";"0,098";"0,021";"60,7";"-";"0,52";"0,96";"-";"102";"1,27";"40";"68";"< 2,2";"8,41";"2,48";"0";"1";"0";"0,01";"0,5";"-";"0";"0,057";"0,028";"1";"0,34";"0,083";"18";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Pâtes sèches standard, cuites, non salées";"125";"68,3";"3,99";"25";"0,55";"0,6";"21,7";"1,9";"0";"0,11";"0,087";"0,2";"< 0,01";"17";"13,3";"0,12";"0,43";"< 20";"17";"0,31";"59";"34";"< 20";"< 5";"0,47";"0";"< 5";"0";"< 0,08";"< 0,8";"-";"< 0,5";"0,025";"< 0,01";"0,52";"0,28";"0,022";"23,5";"0,014"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Pâtes fraîches, aux œufs, cuites, non salées";"166";"59,1";"5,76";"32";"1,3";"-";"17,5";"1,5";"0";"-";"-";"-";"0,042";"24,1";"37";"< 1";"1,1";"-";"20,9";"< 1";"88";"61";"-";"16,8";"< 1";"< 2";"< 50";"< 0,2";"< 0,1";"-";"-";"-";"0,07";"0,06";"0,21";"0,37";"< 0,05";"9,2";"0,24"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Pâtes sèches, aux œufs, cuites, non salées";"132";"68,1";"4,57";"23";"2";"0,8";"19,7";"2";"0";"0,34";"0,58";"0,55";"< 0,01";"23";"11,9";"0,11";"0,57";"< 20";"16";"0,3";"68";"25";"< 20";"< 5";"0,53";"< 2";"< 5";"< 0,25";"0,19";"< 0,8";"-";"< 0,5";"0,02";"0,014";"< 0,1";"0,2";"0,033";"24,1";"0,14"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Pâtes sèches, sans gluten, cuites, non salées";"162";"60,1";"3,09";"34,4";"1,1";"0,49";"34";"1";"0";"0,29";"0,33";"0,38";"0,015";"9,6";"13,3";"0,07";"0,48";"< 20";"23";"0,34";"62";"32";"< 20";"5,9";"0,46";"-";"< 5";"-";"< 0,08";"< 0,8";"-";"< 0,5";"0,04";"< 0,01";"0,15";"0,17";"0,019";"12,7";"0,09"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Pâtes sèches, au blé complet, cuites, non salées";"127";"67,5";"4,55";"23,4";"0,9";"0,6";"21,6";"3,3";"0";"0,099";"0,075";"0,21";"< 0,01";"22";"11,5";"0,19";"0,98";"< 20";"36";"0,76";"110";"65";"< 20";"< 5";"0,99";"0";"< 5";"0";"< 0,08";"< 0,8";"-";"< 0,5";"0,07";"0,021";"0,16";"0,19";"0,032";"10,5";"0,021"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Vermicelle de riz, cuite, non salée";"89,1";"77,8";"1,43";"20,1";"< 0,5";"< 0,2";"19,3";"< 0,5";"0";"< 0,01";"< 0,01";"< 0,01";"0,024";"5,2";"6,22";"0,03";"0,08";"< 20";"1,3";"0,05";"13";"2,2";"< 20";"9,5";"0,15";"0";"0";"< 0,25";"0,03";"< 0,8";"-";"< 0,5";"< 0,015";"< 0,01";"< 0,1";"0,054";"< 0,01";"6,57";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Vermicelle de soja, cuite, non salée";"61,1";"84,4";"< 0,57";"14,4";"0,1";"-";"14,4";"0,8";"0";"-";"-";"-";"0,0063";"14,2";"39";"-";"< 1";"< 10";"2,9";"< 1";"10";"1,2";"< 5";"2,5";"< 1";"-";"< 50";"-";"< 0,1";"-";"-";"-";"< 0,05";"< 0,05";"< 0,05";"0,11";"< 0,05";"10";"-"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Gnocchi à la semoule, cuit";"185";"-";"5,6";"34,4";"2,4";"0,2";"-";"1,8";"0";"0,4";"-";"-";"1,2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Gnocchi à la pomme de terre, cuit";"178";"55,5";"5,01";"33,8";"2,05";"1,1";"29,3";"2";"0";"0,26";"0,54";"1,04";"1,01";"5,1";"695";"0,14";"0,7";"60";"18,8";"1,4";"39";"184";"5";"402";"0,5";"< 2";"-";"< 0,5";"0,92";"-";"-";"-";"0,084";"< 0,04";"1,6";"0,24";"0,12";"27,1";"0,15"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Gnocchi, cuit (aliment moyen)";"182";;"5,31";"34,1";"2,23";"0,65";;"1,9";"0";"0,33";;;"1,1";;;;;;;;;;;;;;;;;;;;;;;;;;
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales cuits";"Frik (blé dur immature concassé), cuit, non salé";"75,4";"79,6";"2,04";"14";"0,48";"-";"12,1";"3,5";"0";"-";"-";"-";"0,005";"19,6";"50";"< 1";"1";"< 10";"30,4";"< 1";"55";"95,5";"< 5";"2";"< 1";"-";"< 50";"-";"< 0,1";"-";"-";"-";"< 0,05";"< 0,05";"1,6";"0,24";"0,06";"18";"-"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Épeautre, cru";"340";"11";"14,6";"59,5";"2,43";"6,68";"52,8";"10,7";"0";"0,41";"0,45";"1,26";"0,02";"27";"-";"0,51";"4,44";"-";"136";"2,98";"401";"388";"-";"8";"3,28";"0";"5";"-";"0,79";"3,6";"-";"0";"0,36";"0,11";"6,84";"1,07";"0,23";"45";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Blé de Khorasan, cru";"337";"11,1";"14,5";"59,5";"2,13";"7,74";"51,7";"11,1";"0";"0,2";"0,21";"0,62";"0,013";"22";"-";"0,51";"3,77";"-";"130";"2,74";"364";"403";"-";"5";"3,68";"-";"5";"-";"0,61";"1,8";"-";"0";"0,57";"0,18";"6,38";"0,95";"0,26";"-";"-"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Blé tendre entier ou froment, cru";"358";"12";"11,5";"71,3";"2,6";"3,3";"62,5";"1,7";"0";"0,6";"0,29";"1,59";"0,005";"35";"-";"-";"3,3";"-";"-";"-";"304";"397";"-";"2";"2,6";"0";"0";"0";"1,44";"-";"-";"0";"0,42";"0,14";"5,4";"-";"0,27";"41";"-"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Blé germé, cru";"209";"47,8";"7,49";"41,4";"1,27";"-";"-";"1,1";"0";"0,21";"0,15";"0,56";"0,04";"28";"-";"0,26";"2,14";"-";"82";"1,86";"200";"169";"-";"16";"1,65";"0";"-";"0";"-";"-";"-";"2,6";"0,23";"0,16";"3,09";"0,95";"0,27";"38";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Blé dur entier, cru";"340";"10,7";"12,1";"62,4";"2,24";"3,17";"59,2";"11";"0";"0,37";"0,29";"0,95";"0,0088";"30,2";"-";"0,44";"3,51";"2,7";"130";"3,31";"390";"408";"4,1";"3,5";"3,48";"0";"0";"0";"1,4";"30";"-";"0";"0,38";"0,12";"6,17";"1,02";"0,39";"32";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Blé dur précuit, entier, cru";"355";"8,81";"12,5";"69,4";"1,62";"1,22";"-";"6,38";"0";"0,53";"0,82";"0,12";"0,014";"55";"-";"0,4";"0";"0";"50";"3,4";"230";"950";"-";"5,5";"0";"0";"0";"0";"22";"-";"-";"0";"1,11";"0";"8,4";"0,6";"0,3";"331";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Riz blanc, cru";"350";"12,5";"7,04";"78";"0,91";"0,16";"77,8";"1,05";"0";"0,2";"0,27";"0,3";"0,0061";"33";"-";"0,19";"1,57";"2,2";"31,3";"0,99";"118";"121";"6";"2,28";"1,41";"0";"0";"0";"0,08";"0,1";"-";"0";"0,15";"0,042";"1,92";"0,88";"0,13";"19,3";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Riz blanc étuvé, cru";"354";"11,3";"7,11";"78,6";"0,98";"0,4";"72,1";"1,32";"0";"0,21";"0,3";"0,34";"0,012";"101";"-";"0,24";"0,97";"2,2";"31";"2,47";"162";"162";"6";"5,08";"1,36";"0";"-";"0";"0,04";"0,1";"-";"0";"0,42";"0,043";"5,02";"0,79";"0,43";"13";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Riz complet, cru";"349";"12,6";"7,02";"71,4";"2,8";"0,66";"70,7";"5";"0";"0,61";"0,86";"1,01";"0,01";"11,1";"62";"0,27";"< 1";"< 10";"118";"2,2";"163";"219";"< 5";"4,1";"2";"0";"< 50";"0";"0,2";"1,9";"-";"0";"0,26";"0,05";"< 0,05";"1,1";"0,09";"48";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Riz sauvage, cru";"342";"11,5";"11,1";"69,2";"0,94";"2,5";"64";"5,9";"0";"0,14";"0,14";"0,59";"0,0068";"6,95";"78";"< 1";"< 1";"< 10";"90,1";"1,1";"317";"298";"< 5";"2,7";"3,7";"0";"< 50";"0";"< 0,1";"1,9";"-";"0";"0,41";"0,15";"3,5";"1,1";"0,24";"49";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Riz rouge, cru";"350";"12,4";"7,97";"70,6";"3";"-";"58,4";"4,5";"0";"-";"-";"-";"0,028";"13,5";"61";"< 1";"< 1";"< 10";"130";"2";"372";"288";"< 5";"11";"2,1";"-";"< 50";"-";"0,7";"-";"-";"-";"0,26";"0,06";"1,7";"1,1";"0,12";"15";"-"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Riz thaï ou basmati, cru";"351";"12,4";"7,67";"77,8";"0,84";"0,17";"-";"0,92";"0";"0,19";"0,3";"0,23";"0,014";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru";"353";"12,2";"7,14";"78,1";"1";"0,5";"-";"1,5";"0";"0,2";"-";"-";"0,025";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Maïs entier, cru";"346";"13,6";"8,1";"67,2";"3,7";"1,6";"64,1";"5,7";"0";"-";"-";"-";"0,01";"40";"50";"0,2";"3,2";"-";"100";"0,8";"260";"320";"12,8";"4";"1,9";"-";"-";"-";"1,7";"-";"-";"-";"0,4";"0,14";"2,1";"0,6";"0,5";"-";"0"
"produits céréaliers";"pâtes, riz et céréales";"pâtes, riz et céréales crus";"Avoine, crue";"374";"8,22";"16,9";"55,7";"6,9";"1,2";"52,6";"10,6";"0";"1,22";"2,18";"2,54";"0,005";"54";"70";"0,63";"4,72";"-";"177";"4,92";"523";"429";"9";"2";"3,97";"0";"-";"0";"1,09";"-";"-";"0";"0,76";"0,14";"0,96";"1,35";"0,12";"56";"0"
